createdby,itemtotalprice,productname,description,modifiedon,createdon,itemprice,tax,itemquantity,ownerid,modifiedby,catalognumber,itemorder,productid,crmorderid,crmorderitemid,createdbyname,owneridname,modifiedbyname,productidname,crmorderidname,taxname
89F9D1ED-F191-4447-AA29-879331BA9B19,300,משלוח,,2025-11-26 11:23:41.000,2025-11-26 11:23:41.000,300,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1130,2,E39354FD-5E92-449C-B768-73685BFDC451,7EF6300F-29B3-4B2A-996D-12503511B825,641BB671-61EE-450E-B0F7-B8A48A6B229E,מירית יוסף,מירית יוסף,מירית יוסף,משלוח,7671,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,70,משלוח,,2025-12-07 12:36:26.000,2025-12-07 12:36:26.000,70,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,508F9ABC-E79B-4D15-93F8-16C13AC9CFB5,F91B1D29-8F1D-4E0F-9084-B935609DBB50,מירית יוסף,מירית יוסף,מירית יוסף,,7681,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,1800,מזוודה קטנה לחנוכה,מזוודה  קטנה ממותגת עם נרות + 3 מטבעות שוקולד וגפרורים,2025-12-04 16:07:05.000,2025-12-04 16:07:05.000,40,1,45,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1214,1,DE9E0C50-74C0-49CE-ABA7-DAC5D539E305,321BD792-04F6-42BE-ADD3-001BDDC0BBE6,491C6CC0-0BE3-44B6-988D-B9688066B33B,מירית יוסף,מירית יוסף,מירית יוסף,מזוודה קטנה לחנוכה,7680,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,14400,כוס תרמית,כוס תרמית ממותגת בהדפסה ישירה,2025-10-19 15:03:43.000,2025-10-19 15:03:43.000,36,1,400,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,4,,A30CD9E5-4A21-41CC-8DA6-303221718C99,B6B952F9-30E4-4BE8-9C5E-B9AF8035AA76,מירית יוסף,מירית יוסף,מירית יוסף,,7637,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,140,משלוח,,2025-08-13 13:20:21.000,2025-08-13 13:20:21.000,140,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,9F38C2BA-C5CF-49D7-8D6C-8DEB0DAB198E,A5F232DA-4FE4-4FD5-8788-BB5AC64E5D10,מירית יוסף,מירית יוסף,מירית יוסף,,7594,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,4400,חידה בעץ,חידת עץ באריזת פלסטיק ממותגת,2025-11-06 16:34:21.000,2025-11-06 16:34:21.000,22,1,200,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1358,4,7D0E099D-159D-4A39-933F-002ECB3CB16C,BBFDD02B-80B1-40D7-9525-384803D7C05B,EF37DC42-B201-41FC-8A39-BD176F3BB18A,מירית יוסף,מירית יוסף,מירית יוסף,חידה בעץ,7656,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,70,משלוח,,2025-09-17 12:05:43.000,2025-09-17 12:05:43.000,70,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,11221CE9-EBBE-41E4-B4BF-8E72140FD0C4,BAA292E7-606A-4BA8-9B3B-BDACEE2A3DB1,מירית יוסף,מירית יוסף,מירית יוסף,,7624,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,840,בקבוק ממותג עם קש,בקבוק שתיה קליל עם חבק גומי והדפסה צבעונית,2025-12-25 10:27:38.523,2025-12-25 10:27:38.523,28,1,30,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,8C7D3655-EC3A-49C9-A31C-2123BB708C2D,9149F86D-F053-49B8-9E70-BDB8558730D5,מירית יוסף,מירית יוסף,מירית יוסף,,7698,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,350,משלוח,,2026-02-03 12:18:53.000,2026-02-03 12:18:53.000,350,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,EDBA2CBA-B821-444B-9415-393B0C874EC0,9383C089-622C-4756-AF5A-BDF415EDEE9C,מירית יוסף,מירית יוסף,מירית יוסף,,7725,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,2250,כרית טיסה מתקפלת,כרית טיסה מתקפלת ממותגת,2025-11-25 10:06:24.000,2025-11-25 09:22:28.000,45,1,50,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,7,,870FAC6B-E158-4FAE-B083-A87B50D9169F,E845B2D4-8119-4D54-9B2C-BE1229BB6A82,מירית יוסף,מירית יוסף,מירית יוסף,,7668,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,327,מארז פרישה - השלמה,"מארז עם בלו נאן , שוקולד + 2 כוסות",2026-02-04 14:30:47.000,2026-02-04 14:30:47.000,109,1,3,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,4A7A480C-E0DE-4815-B960-83CB4F39A6E0,1B2AA2F4-9887-4AC2-923C-BEB9AEB5FCDE,מירית יוסף,מירית יוסף,מירית יוסף,,7726,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,420,משלוח,משלוח משטח,2025-08-13 11:27:13.000,2025-08-13 11:27:13.000,420,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,F8CEC283-7DA3-4FBC-8E01-007EACDDEEA3,42F3E87C-A6EA-44FF-8C88-BF4A72D54C71,מירית יוסף,מירית יוסף,מירית יוסף,,7593,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,762.7122,מתנת סוף שנה - תיק עם שם,תיק ממותג לגן בהדפסה צבעונית,2025-11-12 13:23:41.000,2025-11-11 10:58:00.000,42.3729,2,18,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,12,,EDDEC25F-40E3-4070-B2C0-EBDA225C8110,8D3237E5-F74F-4FE7-92C5-C19A718B8408,מירית יוסף,מירית יוסף,מירית יוסף,,7660,כולל
89F9D1ED-F191-4447-AA29-879331BA9B19,70,משלוח,,2026-01-27 11:59:30.000,2026-01-27 11:59:30.000,70,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,453EBC07-AFF6-41CD-8D6D-5AAC7827F569,EC3E6ABC-C5D0-477D-9CD7-C2A09BB6ED3E,מירית יוסף,מירית יוסף,מירית יוסף,,7717,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,910,נשנושים ותרסיס יתושים,תרסיס יתושים + בייגלה + מסטיק  - ללא מיתוג,2025-11-13 12:51:58.000,2025-11-13 12:51:58.000,35,1,26,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,4,,100AE8E1-95BF-4C42-BF8D-C6626A0C3893,360D4DEF-7D2A-41AD-A419-C422CC73AD87,מירית יוסף,מירית יוסף,מירית יוסף,,7663,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,690,משלוח,,2025-12-16 11:30:40.000,2025-12-16 11:30:40.000,690,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,8,,0A7C8F6F-4B91-42C7-A88A-25015C43C0B8,7749FCED-5842-4D38-BF3A-C4588B08CD3E,מירית יוסף,מירית יוסף,מירית יוסף,,7686,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,500,עיצוב בהתאמה אישית,,2025-09-28 15:33:06.000,2025-09-28 15:33:06.000,500,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,3,,B750D877-B45C-4B70-9E2C-C83E8E380122,2B52F9DC-82D8-4B2C-8D22-C45C171F4B9C,מירית יוסף,מירית יוסף,מירית יוסף,,7630,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,140,משלוח,,2025-08-26 14:49:35.000,2025-08-26 14:21:59.000,140,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,3,,60B06E2D-39BF-4EF5-99E0-AFF96F4B71FB,1CA267F3-AAEB-4987-BB30-C59F0F540A0A,מירית יוסף,מירית יוסף,מירית יוסף,,7608,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,350,משלוח,,2026-02-12 15:37:28.000,2026-02-12 15:37:28.000,350,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,50F880EA-1E83-41B2-96C4-456F57F3D837,3176AD56-FC36-48C8-8B43-C63DDE6FC753,מירית יוסף,מירית יוסף,מירית יוסף,,7739,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,750,מחברת ממותגת,מחברת ממותגת במיתוג מדבקה,2025-08-10 11:46:42.000,2025-08-10 11:42:07.000,25,1,30,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1019,2,CAD0F71B-4342-4D11-991B-F6FD11584AD3,93943F99-9DEA-44DB-8767-B592E504356C,832E2D6D-4D82-435F-B57E-C9E27FBABC25,מירית יוסף,מירית יוסף,מירית יוסף,מחברת ממותגת,7588,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,420,משלוח,,2026-04-06 13:42:20.000,2026-04-06 13:42:20.000,420,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,EBF9EC0A-EA86-4DD0-A07D-1D256C38AA83,7F59534D-676D-4613-8214-C9F304F125FD,מירית יוסף,מירית יוסף,מירית יוסף,,7759,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,4480,מטריה מתקפלת,מטריה מתקפלת כחולה עם מיתוג,2025-12-02 10:01:17.000,2025-12-02 09:22:51.000,32,1,140,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1230,1,4DDEC7E5-0214-4819-AB01-341FB57DFAA5,59931497-AAFB-46C1-8A3B-59C3A5F75AF5,6F5D57BF-0C1C-4B1B-9800-CA46A357CAF5,מירית יוסף,מירית יוסף,מירית יוסף,מטריה ממותגת,7676,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,5200,מתוקים לנפש,"מארז הכולל דבש 100 מ״ל ממותג, רודה דבש, צלופן פרלינים, צלופן נשיקות",2025-08-19 11:24:21.000,2025-08-19 11:24:21.000,52,1,100,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1477,1,9BB625C2-4E97-4066-B954-ED8EBC40BB58,6F0660AE-220C-4EF1-92AF-904A90347CDD,9039AC22-7A79-4F67-A6D6-CADC2E0FDC74,מירית יוסף,מירית יוסף,מירית יוסף,מתוקים לנפש,7602,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,2200,פחית בוטנים,פחית בוטנים ממותגת,2025-08-19 12:19:35.000,2025-08-19 12:19:35.000,22,1,100,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,6,,382C5C50-002A-437F-B606-4FCB84786DCF,13BF16EF-680D-4279-82C0-CADFAB94A5EB,מירית יוסף,מירית יוסף,מירית יוסף,,7603,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,2200,פולדר ממותג,פולדר ממותג גודל a4 הדפסה דו צדדית צבעונית עם כיס צד אחד,2026-02-04 14:33:25.000,2026-01-29 12:52:55.000,22,1,100,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,3,,B39306EA-2C38-49A5-9BD2-E3783CE6450D,3DE980C0-83ED-4625-A738-CB29C408AB9B,מירית יוסף,מירית יוסף,מירית יוסף,,7720,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,1000,ברכונים שבת ממותגים,,2026-03-08 16:03:07.000,2026-03-08 15:58:41.153,20,,50,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,779DF11C-C2EF-4557-8449-D785F21DF664,4A74158E-B034-4038-929E-CB8347037058,מירית יוסף,מירית יוסף,מירית יוסף,,7749,
89F9D1ED-F191-4447-AA29-879331BA9B19,4750,כריות ישיבה - פלקס,כריות ישיבה ממותגת בהדפסה צבעונית עם תפירה מותאמת אישית,2025-09-25 12:08:41.000,2025-09-25 12:08:41.000,95,1,50,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,634F6B8B-1301-49DC-B62E-1995F248209D,74007E28-7C88-4570-B938-CBEF07DCEF6F,מירית יוסף,מירית יוסף,מירית יוסף,,7628,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,32000,קופסת מתכת גדולה לפורים,"קופסת מתכת גדולה וחגיגית במילוי: משלוח מנות בקופסת מתכת גדולה – קופסא 20*20 במילוי של ביסלי, במבה, 2 חטיפי מיני עלית , 2מקלות ביסקויט עם שוקולד, סוכרייות בייבידול, חבילת שטיחונים , פררושה, קינדר בואנו , רעשן.",2026-01-28 12:35:18.000,2026-01-28 12:35:18.000,80,1,400,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,BB372788-6E94-443F-9AC7-0422CF9E7E21,89F3B94C-AA6A-48B0-8F7E-CC8F4CEB9FEB,מירית יוסף,מירית יוסף,מירית יוסף,,7718,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,930,מטבעות שוקולד צד אחד,מטבעות שוקולד ממותגים צד אחד,2025-11-12 12:13:32.000,2025-11-10 16:06:52.000,1.5,1,620,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1328,1,0BA897B3-9FC5-40B7-95E9-5809AA89BDD8,155D01FD-726A-454F-ABC9-38D8FCB41CBC,8434796F-077B-4A51-ABAC-CE9DDEE462B7,מירית יוסף,מירית יוסף,מירית יוסף,מטבעות שוקולד צד אחד,7658,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,360,משלוח,,2025-09-28 15:32:48.000,2025-09-28 15:32:48.000,360,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,B750D877-B45C-4B70-9E2C-C83E8E380122,E80BCED4-A586-4EB4-8B9F-CF0E133C35DB,מירית יוסף,מירית יוסף,מירית יוסף,,7630,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,2796.6103,מארז לפסח - לצוות גיפט קארד,גיפט קארד של דרים קארד,2025-11-11 11:04:27.000,2025-11-11 10:50:56.000,254.2373,2,11,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,3,,EDDEC25F-40E3-4070-B2C0-EBDA225C8110,6E522AF3-3922-4661-B243-CF61FF63F3CF,מירית יוסף,מירית יוסף,מירית יוסף,,7660,כולל
89F9D1ED-F191-4447-AA29-879331BA9B19,14375,ציידנית לפורים,"ציידנית ממותגת והמעוצבת 9 ליטר במילוי : דוריטוס (70 גר ) במבה (25 גר ) תפוציפס (50 גר ) ביסלי ( 50 גר ),  חפיסת שוקולד פרה , קליק , 2 מיני עלית , 2 ופל מצופה  , שקית מרמשלו אישית וגלויה",2026-02-12 14:55:09.000,2026-02-09 15:25:53.000,115,1,125,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,416AC72F-C0A3-452D-8867-143EFC85F400,1642DBAD-9492-4103-8719-CFD595DE30F0,מירית יוסף,מירית יוסף,מירית יוסף,,7730,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,1600,מטבעות שוקולד דו צדדים,מטבעות שוקולד ממותגים משני הצדדים,2025-12-24 14:09:09.000,2025-12-24 14:09:09.000,2,1,800,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1329,1,2E83027D-8DA3-4B64-8D0D-76FF289E8F99,3C5A3CAE-D705-431F-BF34-0115AC4BAB03,EB3784D3-A513-473C-B34F-D05B53BCA213,מירית יוסף,מירית יוסף,מירית יוסף,מטבעות שוקולד דו צדדים,7697,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,840,בקבוק ממותג עם קש,בקבוק שתיה קליל עם חבק גומי והדפסה צבעונית,2025-11-11 10:46:16.353,2025-11-11 10:46:16.353,28,1,30,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,62DDF660-F02B-4B3E-894C-0FB60FCE5544,58A94137-3A83-4FA7-A21F-D0F59AB0CC49,מירית יוסף,מירית יוסף,מירית יוסף,,7659,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,420,משלוח,,2026-02-23 15:25:41.000,2026-02-23 15:25:41.000,420,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,05710CBE-4546-4EA5-A874-0FCBA2F2B6F3,373C4188-9819-406A-8425-D14E33F9E74C,מירית יוסף,מירית יוסף,מירית יוסף,,7746,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,70,משלוח,,2026-01-04 10:46:37.000,2026-01-04 10:46:37.000,70,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,467D2B54-CA58-4B3C-8675-B86C61EEB9B9,5E870F20-C88A-47D7-A63C-D22C15F4AAE9,מירית יוסף,מירית יוסף,מירית יוסף,,7704,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,2640,חפיסת שוקולד ממותגת,חפיסת שוקולד ממותג בעיצוב אישי ארוז בצלופן <br> השוקולד הינו שוקולד של חברת עלית.,2025-08-28 13:26:28.000,2025-08-28 13:17:16.150,22,1,120,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,8A949E11-D4FD-47D5-989D-0EB7DA688FBF,06852593-A467-4B23-81F1-CC8D7ABA00C3,5509C11F-E8E9-4159-A0EA-D327550E6E48,מירית יוסף,מירית יוסף,מירית יוסף,חפיסת שוקולד ממותגת,7611,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,420,משלוח,,2025-11-05 15:32:09.000,2025-11-05 15:32:09.000,420,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,E133019F-0E88-4512-A7C9-60AD88F66C02,1C806E65-6C2B-4DD4-8BDB-D35EE0873504,מירית יוסף,מירית יוסף,מירית יוסף,,7654,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,480,שמשונית AIG,שמשונית 45*200,2025-10-22 12:05:24.000,2025-10-05 12:41:13.000,240,1,2,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,4352D429-F6D2-4A71-883D-5CB2942E5680,091D546E-F0AD-4B3B-95B7-D3D716CE0816,מירית יוסף,מירית יוסף,מירית יוסף,,7633,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,7000,מארז יווני,צלופן במילוי לונג ממותג + צלופן מאנצ׳יס,2025-10-05 14:09:07.000,2025-10-05 12:45:21.000,50,1,140,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,3E8C267E-49AE-4B2C-A3BD-BA3944CFF7DD,40DCC1E8-883A-4C48-B254-D4B508C7767D,מירית יוסף,מירית יוסף,מירית יוסף,,7634,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,19800,קופסת חלון לפורים,"קופסת חלון מעוצבת וממותגת במילוי : במבה ( 25 גר ) תפוציפס ( 50גר) , ביסלי (50 גר) , קינדר באונו , ופל מצופה , פחית גומי קטנה , מיני מנטוס ורעשן קטן",2026-01-13 10:59:21.000,2026-01-13 10:56:16.613,55,1,360,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,A64C7A20-8A67-4488-91CF-C8080B753E70,C2D25222-38D1-4A5D-BFB5-D52B40C6B7B0,מירית יוסף,מירית יוסף,מירית יוסף,,7708,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,1016.9492,משלוחים לכל השנה,,2025-11-11 11:01:28.000,2025-11-11 10:59:44.000,1016.9492,2,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,15,,EDDEC25F-40E3-4070-B2C0-EBDA225C8110,4939A358-9328-4F57-90DA-D552C2E8D6F5,מירית יוסף,מירית יוסף,מירית יוסף,,7660,כולל
89F9D1ED-F191-4447-AA29-879331BA9B19,300,מבחנה ממותגת כולל מילוי,"מבחנה באורך של כ-13 ס""מ מעוצבת וממותגת במילוי של חליטת תה",2025-09-29 11:00:03.000,2025-09-29 11:00:03.000,10,1,30,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1105,2,56170676-D7A6-48D3-BFA7-389FBB46BD93,14FBE750-1729-484F-91F0-627971F5E0B5,0D1897D0-DB39-4486-91C9-D6F7682FE0C0,מירית יוסף,מירית יוסף,מירית יוסף,מבחנה ממותגת כולל מילוי,7631,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,380,משלוח,,2026-02-10 17:27:42.260,2026-02-10 17:27:42.260,380,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,FDF8704F-4502-4EFB-86FF-B6AFA54557A6,CB7C6C6C-9B15-472F-BEF5-D734B87506CE,מירית יוסף,מירית יוסף,מירית יוסף,,7736,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,210,משלוח,,2025-08-19 11:24:42.000,2025-08-19 11:24:42.000,210,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1130,2,E39354FD-5E92-449C-B768-73685BFDC451,6F0660AE-220C-4EF1-92AF-904A90347CDD,59F001C2-F344-4D8D-8E52-D987BC7C5FE0,מירית יוסף,מירית יוסף,מירית יוסף,משלוח,7602,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,1650,מטען נייד,מטען נייד  ממותג 5000 מיליאמפר,2025-09-15 11:11:56.000,2025-09-15 11:10:14.900,55,1,30,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,D97FBEFA-0106-458E-A57D-1F73DE121F3B,CA94BF8C-F32A-4EAC-84B7-DB079B954E9F,מירית יוסף,מירית יוסף,מירית יוסף,,7622,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,280,משלוח,,2026-01-19 16:48:42.000,2026-01-19 16:48:42.000,280,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,6,,645B0DA7-E690-4D8D-A0B8-38A64BA973FE,34A8FA26-CFD0-42E2-BCE7-DCD5B2F2F68A,מירית יוסף,מירית יוסף,מירית יוסף,,7713,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,500,ערכת הבדלה,,2026-03-08 16:03:18.000,2026-03-08 15:58:41.153,25,,20,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,779DF11C-C2EF-4557-8449-D785F21DF664,EBFA0BC7-9D15-4F56-9EC5-DD16E59648BE,מירית יוסף,מירית יוסף,מירית יוסף,,7749,
89F9D1ED-F191-4447-AA29-879331BA9B19,840,משלוח,,2025-12-07 12:40:31.000,2025-12-07 12:40:31.000,840,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,22C5A34F-EFE9-44E4-81F7-5D40EC2995ED,2F105420-14F7-43AC-BC33-DD638AAAC26B,מירית יוסף,מירית יוסף,מירית יוסף,,7682,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,70,משלוח,,2025-08-13 10:00:56.000,2025-08-13 10:00:56.000,70,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,EDB237C3-B1D8-472C-A2E5-304C754BB4EF,093C3DE2-A51C-49C2-BC89-DDC7C51168AE,מירית יוסף,מירית יוסף,מירית יוסף,,7592,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,2220,מארז עוגיות מזל,קופסת פלסטיק קשיח בגודל  11.5X11.5 מעוצבת וממותגת במילוי 7 עוגיות מזל,2025-11-06 13:01:49.000,2025-11-06 13:01:49.000,37,1,60,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1193,1,1918F34A-ADCC-4F70-A256-CE5A41A9FB43,B2257252-3224-411B-BE6F-C27EB1638AAC,0641992B-3514-4C46-9FDA-DEF2F67E48A4,מירית יוסף,מירית יוסף,מירית יוסף,מארז עוגיות מזל,7655,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,6120,מתוקים לנפש,"מארז קוביה ממותג הכולל דבש 100 מ״ל ממותג, רודה דבש, צלופן פרלינים, צלופן נשיקות",2025-09-03 15:47:52.000,2025-09-03 15:47:52.000,51,1,120,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1477,1,9BB625C2-4E97-4066-B954-ED8EBC40BB58,E3F61A9C-1C49-4BE0-8D20-4A4B2DF262E3,6B49FECB-A768-4B3D-9104-E154070A5D54,מירית יוסף,מירית יוסף,מירית יוסף,מתוקים לנפש,7617,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,500,משלוח ספיישל הרצליה,,2025-09-17 13:02:19.000,2025-09-17 13:02:19.000,500,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,5,,B03EA67E-EC3E-42BF-85A8-871237ABA5D0,700EA728-A9AB-4ECC-BA67-E1B1C95E1034,מירית יוסף,מירית יוסף,מירית יוסף,,7625,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,1131,צנצנת חליטה,צנצנת במילוי של חליטת תה עם תגית ממותגת,2025-12-22 14:42:18.000,2025-12-22 14:42:18.000,29,1,39,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,A1A391DC-0DBB-411F-847F-96DEB7BD93D2,303609DE-40B3-49EB-90E2-E1CFBED2B0CD,מירית יוסף,מירית יוסף,מירית יוסף,,7693,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,840,בקבוק ממותג עם קש,בקבוק שתיה קליל עם חבק גומי והדפסה צבעונית,2025-10-26 15:13:45.000,2025-10-26 15:13:45.000,28,1,30,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,135832C2-BD99-4867-A576-6666C9FD59CD,C7A296CF-7182-44E8-98CE-E20E22C58588,מירית יוסף,מירית יוסף,מירית יוסף,,7647,לפני
