createdby,itemtotalprice,productname,description,modifiedon,createdon,itemprice,tax,itemquantity,ownerid,modifiedby,catalognumber,itemorder,productid,crmorderid,crmorderitemid,createdbyname,owneridname,modifiedbyname,productidname,crmorderidname,taxname
89F9D1ED-F191-4447-AA29-879331BA9B19,2000,כובע טמבל,כובע טמבל ממותג בהדפסה ישירה,2025-08-19 12:17:41.000,2025-08-19 12:17:41.000,20,1,100,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,382C5C50-002A-437F-B606-4FCB84786DCF,E0D30401-9C28-4492-AF7D-E22F464AD103,מירית יוסף,מירית יוסף,מירית יוסף,,7603,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,420,משלוח,,2025-11-30 12:11:32.000,2025-11-30 12:11:32.000,420,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,F5E546B9-B171-44A6-A1CE-C867F93C7A3B,24BE8AFC-B059-4320-9A58-E2A70DB48B6D,מירית יוסף,מירית יוסף,מירית יוסף,,7674,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,6350,מארז קרטון יין ממותג,מארז קרטון ממותג במילוי יין אדום יבש ממותג  +  שקיק אגוזים + צלופן נשיקות + צלופן פרלינים + חרוסת,2026-03-23 15:22:29.000,2026-03-22 21:07:20.537,127,1,50,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,4F80A1C1-25FB-4543-9B7C-5A5A3D3BE045,5BAAC6EA-288E-4815-802A-E353303C40AA,מירית יוסף,מירית יוסף,מירית יוסף,,7753,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,420,משלוח,,2026-04-09 13:17:29.000,2026-04-09 13:17:29.000,420,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,C9319B60-75C6-4A3C-BE5E-9BF1CE332D47,57C23F4B-E13D-47FC-A182-E54E9907977C,מירית יוסף,מירית יוסף,מירית יוסף,,7760,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,360,פחיות ללא מיתוג,פחית מתכת ללא מיתוג,2025-10-27 11:30:52.000,2025-10-27 11:30:52.000,12,1,30,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,3EB1A256-251E-46D0-8535-9B19069C8277,A22263AC-D7FF-4596-BD31-E5939C293C08,מירית יוסף,מירית יוסף,מירית יוסף,,7648,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,70,משלוח,,2026-02-08 15:32:34.000,2026-02-08 15:32:34.000,70,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,9F882780-FF23-49ED-A9A2-D478B45E8954,B22F31E6-EB85-4D2C-8FE7-E636FAAC9A7D,מירית יוסף,מירית יוסף,מירית יוסף,,7728,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,5000,תיק קנבס ממותג כולל מילוי,תיק קנבס ממותג במילוי:  מים + חטיף אנרגיה + מניפה + כובע (כל המילויים ללא מיתוג),2025-08-19 13:29:26.000,2025-08-19 13:29:26.000,50,1,100,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,2541BFA0-4F95-4DE6-B43F-95443421A739,27202290-2FE3-458E-8A90-E91DA570E5DA,מירית יוסף,מירית יוסף,מירית יוסף,,7604,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,650,משלוח,,2025-08-10 14:54:13.000,2025-08-10 14:54:13.000,650,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1130,2,E39354FD-5E92-449C-B768-73685BFDC451,2CCD22C2-6E12-4307-9F99-273EF79F60EE,EA810C24-6D27-438F-B515-EA073D914206,מירית יוסף,מירית יוסף,מירית יוסף,משלוח,7590,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,210,משלוח,,2025-12-22 15:21:27.000,2025-11-25 11:06:19.000,210,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,3,,4430D630-9FDF-4048-B756-DA819EF71167,075FDCD5-4B1A-4DD4-ABC9-EA1ECD51E17F,מירית יוסף,מירית יוסף,מירית יוסף,,7669,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,140,משלוח,,2025-12-02 10:21:16.000,2025-12-02 10:21:16.000,140,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,D5A09993-8906-42D9-A465-8FCF9749ED04,A3782F0B-73A1-47A3-B7C9-EA6A7A7AAE57,מירית יוסף,מירית יוסף,מירית יוסף,,7677,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,385,כובע בנדנה,,2025-12-10 11:49:05.000,2025-12-10 11:49:05.000,11,1,35,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,A82B8690-41A4-4C77-BB12-DB2BC44452F9,AF3BF3BC-F3E0-49AA-8F72-EB9B33A63AEF,מירית יוסף,מירית יוסף,מירית יוסף,,7685,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,250,רולאפ,,2025-11-02 13:19:49.000,2025-11-02 13:19:49.000,250,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,5,,06B89036-1F63-4174-B500-2B3BB7F4205B,1E5B09A3-1298-48C7-82E6-EC716F864868,מירית יוסף,מירית יוסף,מירית יוסף,,7649,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,2450,מארז פותחים שנה,"קופסת מגירה מעוצבת וממותגת <br> מידות : 21*9*4 <br> כולל מילוי : בקבוקון פינלדיה / אבסולוט 50 מ""ל (בהתאם למלאי), 2 כוסיות צ'ייסר , ושקית סוכריות או מאנצ'יס. <br> ניתן להוסיף פותחן בקבוקים בתוספת של 15 ש״ח .",2026-02-03 11:35:41.000,2026-02-03 11:35:41.000,49,1,50,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1039,1,AFD8852B-503C-42F5-93F2-417C52C8E625,583716F5-32EF-4ADA-9548-B3C7F650CABB,7EC892B9-DC73-41FB-9475-ED0783AFA3D4,מירית יוסף,מירית יוסף,מירית יוסף,מארז פותחים שנה,7724,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,3202.8,בקבוק באולינג,בקבוק תרמי 500 מ״ל ממותג עם הדפסה ישירה + 6 פרלינים,2026-03-09 10:47:10.000,2026-03-09 10:47:10.000,53.38,1,60,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1468,1,52D0ADCE-5C84-43CD-9F94-F2F3A0518FAA,A5A2D9CE-4071-41BA-9511-50B76D6928B0,99B7CC84-EE7E-43B6-9A97-ED57CD705018,מירית יוסף,מירית יוסף,מירית יוסף,בקבוק באולינג,7750,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,567,עציץ תבלין,,2026-01-19 16:47:20.000,2026-01-19 16:47:20.000,27,1,21,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,4,,645B0DA7-E690-4D8D-A0B8-38A64BA973FE,179036FC-D254-408E-B07C-ED6C683FE76E,מירית יוסף,מירית יוסף,מירית יוסף,,7713,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,280,משלוח,,2025-08-10 12:56:03.000,2025-08-10 12:21:21.000,280,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1130,2,E39354FD-5E92-449C-B768-73685BFDC451,DEBE06EC-A49C-404D-A04E-DEA567CCE8AC,110808B7-DE53-4B72-B5CA-EE0F1A77A749,מירית יוסף,מירית יוסף,מירית יוסף,משלוח,7589,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,676,סינר ממותג,סינר בד לבן ממותג בהדפסה צבעונית . ארוז עם צלופן וסרט,2025-09-25 15:00:58.000,2025-09-25 12:23:16.000,26,1,26,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,0304A96C-381A-4E9B-8FDE-ED5B407A8B67,E8A35A42-4206-4F7B-AE1E-EEBA1A641551,מירית יוסף,מירית יוסף,מירית יוסף,,7629,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,13750,קופסא פרחונית,"קופסא פרחונית מעוצבת  וממותגת במילוי : במבה ( 25 גר ) דוריטוס ( 50גר) , ביסלי (50 גר) , קינדר באונו , ופל מצופה , פחית גומי קטנה ,  ורעשן קטן",2026-01-07 11:26:57.000,2026-01-07 11:26:14.000,55,1,250,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,C29B7E8C-4758-4A10-B39D-929D3215AEA5,30CC9434-ADC3-4D36-8121-EEF91A66B553,מירית יוסף,מירית יוסף,מירית יוסף,,7706,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,14375,ציידנית לפורים,"ציידנית ממותגת והמעוצבת 9 ליטר במילוי : יין אדום יבש 375 מ״ל , דוריטוס (70 גר ) במבה (25 גר ) תפוציפס (50 גר ) ,  קליק ,  ,  2 סוכריות על מקל , שקית מרמשלו אישית",2026-02-09 15:27:26.000,2026-02-09 15:26:26.453,115,1,125,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,C8BCFF08-5CCD-420E-9CBE-AC95D522C0EC,5C2584D7-8F2C-44E0-B980-EF90B3C0C0C9,מירית יוסף,מירית יוסף,מירית יוסף,,7731,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,32000,אופים פורים,"מארז בגודל 23×23 ס״מ מעוצב וממותג במילוי: קילו קמח, אבקת אפיה, אבקת סוכר, קופסת סוכריות לעוגה , 3 חותכני פורים, מתכון לעוגיות ולאוזני המן,  וסינר ממותג",2026-01-28 12:46:50.000,2026-01-28 12:46:50.000,80,1,400,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1246,4,B2009CE9-6BBD-48F9-B1CA-006DCA5216C0,BB372788-6E94-443F-9AC7-0422CF9E7E21,8639D095-D426-4BAA-826C-EFA1E8CD3030,מירית יוסף,מירית יוסף,מירית יוסף,אופים פורים,7718,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,3925,מארז עובד חדש,מארז הכולל : מחברת ממותגת עם הדפסה + ספל טרמי ממותג + 5 פרלינים + עט,2026-02-12 15:37:15.000,2026-02-12 15:37:15.000,78.5,1,50,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,50F880EA-1E83-41B2-96C4-456F57F3D837,527A465C-7512-4C0C-AD4E-F1E376706E66,מירית יוסף,מירית יוסף,מירית יוסף,,7739,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,140,משלוח,,2025-08-28 13:24:55.000,2025-08-28 13:17:16.150,140,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,06852593-A467-4B23-81F1-CC8D7ABA00C3,74A39D5E-A827-46D5-9527-F1ECA48C0102,מירית יוסף,מירית יוסף,מירית יוסף,,7611,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,3120,קופסת שוקולדים,קופסאת פח 11*11 במילוי 8 פרלינים,2025-10-30 15:48:22.000,2025-10-30 15:48:22.000,26,1,120,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,6,,23619497-8987-43B4-A5DB-868B3934D9D1,A2752259-7BE6-48E1-990F-F229457624F9,מירית יוסף,מירית יוסף,מירית יוסף,,7638,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,6500,כרית מושב אולאובר,כרית מושב ממותגת הדפסה אול אובר,2025-10-23 12:01:52.000,2025-10-23 12:01:52.000,65,1,100,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,18E06C18-153C-4EDB-B7AD-D036AD7B5FE8,11C790E6-98BE-4904-8EE5-F42E92F2D5E9,מירית יוסף,מירית יוסף,מירית יוסף,,7642,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,13750,קופסת חלון לפורים,"קופסת חלון מעוצבת וממותגת במילוי : במבה ( 25 גר ) תפוציפס ( 50גר) , ביסלי (50 גר) , קינדר באונו , ופל מצופה , פחית גומי קטנה , מיני מנטוס ורעשן קטן",2026-01-07 11:26:19.000,2026-01-07 11:24:45.000,55,1,250,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,C29B7E8C-4758-4A10-B39D-929D3215AEA5,538DC50F-D197-419D-962A-F5C6AF83E87C,מירית יוסף,מירית יוסף,מירית יוסף,,7706,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,420,משלוח,,2026-01-07 11:36:26.000,2026-01-07 11:36:26.000,420,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,6,,C29B7E8C-4758-4A10-B39D-929D3215AEA5,16BE915B-EF15-4E3B-BEBB-F6876055D40B,מירית יוסף,מירית יוסף,מירית יוסף,,7706,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,1500,מצית,מצית ממותגת,2025-11-26 15:52:48.000,2025-11-26 15:52:48.000,12,1,125,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,3FAB23B3-CC90-4AFB-9378-1E7B21FDCB0A,7E8F6FB2-708E-463F-AD87-F849F5212677,מירית יוסף,מירית יוסף,מירית יוסף,,7672,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,2268,מארז HAPPY HOUR,"קופסת קוביה 11*11*11 מעוצבת וממותגת במילוי של מיני פינלנדיה 50 מ""ל , 2 כוסיות צ׳ייסר, שקית צלופן עם מאנצ׳יס ושקית צלופן עם נשיקות",2025-11-02 13:24:27.000,2025-11-02 13:18:56.000,63,1,36,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1162,2,A01B80F2-7CC4-40EF-9381-F76EFA7800B3,06B89036-1F63-4174-B500-2B3BB7F4205B,B8F67878-F0B4-40F1-B215-F9C2A00C5308,מירית יוסף,מירית יוסף,מירית יוסף,מארז HAPPY HOUR,7649,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,140,משלוח,,2025-09-29 11:00:58.000,2025-09-29 11:00:58.000,140,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1130,3,E39354FD-5E92-449C-B768-73685BFDC451,14FBE750-1729-484F-91F0-627971F5E0B5,2161D3B3-1552-4912-8C77-FA617B52FA84,מירית יוסף,מירית יוסף,מירית יוסף,משלוח,7631,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,140,משלוח,,2025-11-04 12:22:45.000,2025-11-04 12:22:45.000,140,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,3,,FED6008C-738E-4A1C-9661-311DC4F03995,F6CAF97B-1671-4EF3-BC75-FAC49196622F,מירית יוסף,מירית יוסף,מירית יוסף,,7652,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,250,רולאפ,,2025-09-03 12:04:09.000,2025-09-03 12:04:09.000,250,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,6492E5BF-E052-46A4-89C8-743FA9C59AFE,FED28542-4123-403D-B616-FADAC28E2B52,מירית יוסף,מירית יוסף,מירית יוסף,,7616,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,200,צמיד,,2025-11-06 10:23:48.000,2025-11-06 10:23:48.000,4,1,50,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,6,,06B89036-1F63-4174-B500-2B3BB7F4205B,C5088884-C3F7-468A-801A-FB39B2E38B4C,מירית יוסף,מירית יוסף,מירית יוסף,,7649,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,1450,כרית טיסה+כיסוי עיניים,מארז טיסה של כרית טיסה ממותגת מתנפחת  + כיסוי עינים ממותג,2025-11-25 10:06:37.000,2025-11-25 09:21:55.000,29,1,50,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,6,,870FAC6B-E158-4FAE-B083-A87B50D9169F,22051DF2-D391-413B-AC8D-FB415C830C6A,מירית יוסף,מירית יוסף,מירית יוסף,,7668,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,3655,פנקס סקיצה + דבש,,2025-09-15 10:18:04.000,2025-09-10 11:41:57.000,43,1,85,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,90B84750-A75C-4300-9B9C-39CCE4EF15C2,4B2650BA-7F21-4EEF-BFEA-FC26551C3AA5,מירית יוסף,מירית יוסף,מירית יוסף,,7621,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,300,עט ממותג,,2026-01-29 12:51:28.000,2026-01-29 12:51:28.000,3,1,100,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,1,,B39306EA-2C38-49A5-9BD2-E3783CE6450D,0A32F7F3-20F0-4EA7-8C68-FCDBF205CA55,מירית יוסף,מירית יוסף,מירית יוסף,,7720,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,762.7122,מארז חנוכה לילדים,מארז הכנת חנוכיה הכולל : כן עץ + כנים לנרות + דבש + צבעים ומכחול,2025-11-11 11:03:32.000,2025-11-11 10:53:59.000,42.3729,2,18,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,6,,EDDEC25F-40E3-4070-B2C0-EBDA225C8110,8333C357-A67E-4093-A55D-FD9F9BCD0B41,מירית יוסף,מירית יוסף,מירית יוסף,,7660,כולל
89F9D1ED-F191-4447-AA29-879331BA9B19,70,משלוח,,2026-03-23 10:42:59.000,2026-03-23 10:42:59.000,70,1,1,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,,2,,188B1025-C55A-4A62-97EB-3738F41A7263,49FC7EAF-FFDD-45C9-9CBB-FE783D1EC638,מירית יוסף,מירית יוסף,מירית יוסף,,7756,לפני
89F9D1ED-F191-4447-AA29-879331BA9B19,700,סינר ממותג,סינר למבוגר  בצבע לבן עם מיתוג מעוצב וממותג צבעוני בהדפסה ישירה,2025-12-10 11:48:48.000,2025-12-10 11:48:48.000,20,1,35,89F9D1ED-F191-4447-AA29-879331BA9B19,89F9D1ED-F191-4447-AA29-879331BA9B19,1149,1,56CF81F0-77B7-430B-A226-1523FFCB6A55,A82B8690-41A4-4C77-BB12-DB2BC44452F9,5E6C67F9-5D8E-4716-B10D-FF283AEA0A09,מירית יוסף,מירית יוסף,מירית יוסף,סינר ממותג,7685,לפני
